Tfasc_v1.11684-RA	chr8	22529579	22541002	GO:0023056,GO:0016021,GO:0010104,GO:0005794,GO:0005783	Description=protein RTE1-HOMOLOG	OG0013479	1	1	1
Tfasc_v1.15104-RA	chr11	4513336	4515288	GO:0046983,GO:0009741,GO:0009826	Description=Transcription factor IBH1	OG0003412	1	1	1
Tfasc_v1.03499-RA	chr3	1352128	1357564	GO:0005654,GO:0005819,GO:0005874,GO:0009524,GO:0009941,GO:0008017,GO:0032147,GO:0060236,GO:0090307	Description=Protein TPX2	OG0009863	1	1	1
Tfasc_v1.17430-RA	chr13	2408605	2410365	GO:0005634,GO:0003677,GO:0008270,GO:0046982,GO:0009451,GO:0000786	Description=pentatricopeptide repeat-containing protein At3g29230	OG0014471	1	1	1
Tfasc_v1.04825-RA	chr3	30761946	30774206	GO:0035672,GO:0015333,GO:0035673,GO:1902600,GO:0016021,GO:0005886	Description=protein NRT1/ PTR FAMILY 2.13-like	OG0008735	1	1	1
Tfasc_v1.04605-RA	chr3	28819399	28821914	GO:0016491,GO:0055114	Description=protein DMR6-LIKE OXYGENASE 2-like	OG0000508	2	4	3
Tfasc_v1.04603-RA	chr3	28812948	28815482	GO:0051213,GO:0055114	Description=protein DMR6-LIKE OXYGENASE 2	OG0000508	2	4	3
Tfasc_v1.04602-RA	chr3	28807635	28809526	GO:0051213,GO:0055114	Description=protein DMR6-LIKE OXYGENASE 2	OG0000508	2	4	3
Tfasc_v1.04606-RA	chr3	28825364	28828944	GO:0051213,GO:0055114	Description=protein DMR6-LIKE OXYGENASE 2	OG0000508	2	4	3
Tfasc_v1.04601-RA	chr3	28802975	28804889	GO:0051213,GO:0046872,GO:0055114	Description=protein DMR6-LIKE OXYGENASE 2	OG0000508	2	4	3
Tfasc_v1.29171-RB	chr24	5196278	5200580	GO:0003723,GO:0016192,GO:0003724,GO:0000184,GO:0030130,GO:0005198,GO:0030132,GO:0006886	Description=Regulator of nonsense transcripts 1-like protein	OG0001110	2	5	1
Tfasc_v1.01001-RA	chr1	23192288	23195429	GO:0032051,GO:0009507,GO:0009506,GO:0030130,GO:0005198,GO:0030132,GO:0005829,GO:0006886,GO:0071439,GO:0006898	Description=clathrin heavy chain 1-like	OG0001110	2	5	1
Tfasc_v1.21756-RA	chr17	1923531	1938294	GO:0005737,GO:0003677,GO:0003723,GO:0003724,GO:0005524,GO:0008270,GO:0000184	Description=regulator of nonsense transcripts 1 homolog isoform X2	OG0001110	2	5	1
Tfasc_v1.06598-RA	chr5	1122066	1133654	GO:0005524,GO:0003677,GO:0008270,GO:0003723,GO:0003724,GO:0000184,GO:0005737	Description=regulator of nonsense transcripts 1 homolog	OG0001110	2	5	1
Tfasc_v1.04956-RA	chr4	871952	877486	GO:0032587,GO:0035091,GO:0046872,GO:1900027	Description=SH3 domain-containing protein	OG0012501	1	1	1
Tfasc_v1.21568-RA	chr16	22430401	22444371	GO:0009507,GO:0004177,GO:0008237,GO:0008270,GO:0006508,GO:0043171	Description=puromycin-sensitive aminopeptidase isoform X1	OG0012050	1	1	1
Tfasc_v1.05504-RA	chr4	20238250	20240662	NA	Description=hypothetical protein ACMD2_14930	OG0015888	1	1	1
Tfasc_v1.00228-RA	chr1	1627465	1634876	GO:0008143,GO:1900364,GO:0043488,GO:0110165,GO:0005622	Description=RNA recognition motif domain-containing protein	OG0006121	1	1	1
Tfasc_v1.04317-RA	chr3	26289843	26293167	GO:0005829,GO:0004067,GO:0016540,GO:0008798	Description=isoaspartyl peptidase/L-asparaginase 1-like	OG0008455	1	1	1
Tfasc_v1.28989-RA	chr23	16448478	16456575	GO:0005802,GO:0005886,GO:0016021,GO:0000822,GO:0015114,GO:0006799,GO:0016036,GO:0035435,GO:0048016	Description=phosphate transporter PHO1	OG0010297	1	1	1
Tfasc_v1.25343-RA	chr20	4826372	4831962	GO:0009707,GO:0005525,GO:0016817,GO:0045036	Description=translocase of chloroplast 90, chloroplastic isoform X1	OG0009471	1	1	1
Tfasc_v1.13695-RA	chr10	16309177	16310087	GO:0009507	Description=uncharacterized protein LOC109718547 isoform X1	OG0003624	1	1	1
Tfasc_v1.13699-RA	chr10	16356880	16365709	GO:0009507	Description=fruit protein pKIWI502	OG0003625	1	1	1
Tfasc_v1.00260-RA	chr1	1917970	1920534	GO:0051213,GO:0046872,GO:0055114	Description=Gibberellin 2-beta-dioxygenase 8	OG0004300	1	1	1
Tfasc_v1.00256-RA	chr1	1878990	1880699	GO:0051213,GO:0046872,GO:0055114	Description=Gibberellin 2-beta-dioxygenase 8	OG0004300	1	1	1
Tfasc_v1.27664-RA	chr22	13951883	13958795	GO:0000155,GO:0005634,GO:0042803,GO:0009585,GO:0009881,GO:0009584,GO:0000160,GO:0018298,GO:0006355,GO:0023014,GO:0017006	Description=Phytochrome B	OG0006908	1	1	1
Tfasc_v1.14781-RA	chr11	1961685	1969272	GO:0005634,GO:0003723,GO:0004652,GO:0006378	Description=nuclear poly(A) polymerase 4-like isoform X1	OG0015000	1	1	1
Tfasc_v1.23850-RA	chr18	19005298	19006938	GO:0005794,GO:0016021	Description=Transmembrane protein 87B	OG0015657	1	1	1
Tfasc_v1.27234-RA	chr22	5683147	5703072	GO:0003886,GO:0001522,GO:0090116,GO:0003723,GO:0009982	Description=RNA pseudouridine synthase 6, chloroplastic	OG0006996	1	1	1
Tfasc_v1.15864-RA	chr11	23601366	23603724	NA	Description=uncharacterized J domain-containing protein C3E7.11c-like isoform X2	OG0012190	1	1	1
Tfasc_v1.04456-RA	chr3	27542117	27552684	GO:0005737,GO:0080048,GO:0006006	Description=GDP-L-galactose phosphorylase 1-like	OG0002103	3	1	1
Tfasc_v1.16492-RA	chr12	4855258	4864633	GO:0009534,GO:0009941,GO:0010287,GO:0009976,GO:0006631,GO:0006979,GO:0009266,GO:0009644,GO:0009651,GO:0009915,GO:0010189,GO:0015994,GO:0016122,GO:0031347	Description=probable tocopherol cyclase, chloroplastic	OG0009045	1	1	1
Tfasc_v1.12677-RA	chr9	8620762	8624786	GO:0003723	Description=APO protein 2, chloroplastic	OG0012853	1	1	1
Tfasc_v1.30425-RA	chr25	7878151	7878462	GO:0005741,GO:0016021,GO:0006886	Description=mitochondrial import receptor subunit TOM9-2-like	OG0005376	1	1	1
Tfasc_v1.30421-RA	chr25	7797723	7798034	GO:0005741,GO:0016021,GO:0006886	Description=mitochondrial import receptor subunit TOM9-2-like	OG0005376	1	1	1
Tfasc_v1.07109-RA	chr5	8463120	8465168	GO:0005730,GO:0005525,GO:0042254	Description=nucleolar GTP-binding protein 1-like	OG0005370	1	2	1
Tfasc_v1.30512-RA	chr25	9783382	9785424	GO:0005730,GO:0005525,GO:0042254	Description=nucleolar GTP-binding protein 1	OG0005370	1	2	1
Tfasc_v1.16132-RA	chr12	880067	883559	GO:0016020,GO:0004497,GO:0005506,GO:0016705,GO:0020037,GO:0055114	Description=alkane hydroxylase MAH1-like	OG0003793	2	1	1
Tfasc_v1.17157-RA	chr13	14655	16465	GO:0005506,GO:0016021,GO:0016709,GO:0055114,GO:0020037	Description=Cytochrome P450 71A1	OG0005598	0	2	1
Tfasc_v1.18352-RA	chr13	24840823	24842610	GO:0005506,GO:0016021,GO:0016709,GO:0055114,GO:0020037	Description=Cytochrome P450 71A1	OG0005598	0	2	1
Tfasc_v1.17172-RA	chr13	276953	278738	GO:0005506,GO:0016021,GO:0016709,GO:0055114,GO:0020037	Description=Cytochrome P450 71A1	OG0005598	0	2	1
Tfasc_v1.16730-RA	chr12	12698691	12722720	GO:0005777,GO:0005829,GO:0009506,GO:0004842,GO:0046872,GO:0006513,GO:0006635,GO:0009640,GO:0016558	Description=peroxisome biogenesis protein 2 isoform X1	OG0000525	1	12	1
Tfasc_v1.00938-RA	chr1	20047561	20072793	NA	Description=none	OG0000525	1	12	1
Tfasc_v1.22144-RA	chr17	14547948	14553964	NA	Description=none	OG0000525	1	12	1
Tfasc_v1.23547-RA	chr18	10686897	10714266	NA	Description=none	OG0000525	1	12	1
Tfasc_v1.12608-RA	chr9	5598211	5608677	NA	Description=uncharacterized protein LOC109727892 isoform X2	OG0000525	1	12	1
Tfasc_v1.27304-RA	chr22	7993439	8012251	NA	Description=none	OG0000525	1	12	1
Tfasc_v1.26388-RA	chr21	10590468	10604045	NA	Description=none	OG0000525	1	12	1
Tfasc_v1.24663-RA	chr19	12003332	12033341	NA	Description=none	OG0000525	1	12	1
Tfasc_v1.29621-RA	chr24	11335481	11336077	GO:0003676	Description=zinc finger protein ZAT12-like	OG0014849	1	1	1
Tfasc_v1.07733-RA	chr5	28950258	28954203	GO:0005634,GO:0005788,GO:0016021,GO:0034663,GO:0005524,GO:0016887,GO:0031072,GO:0044183,GO:0051082,GO:0051787,GO:0030433,GO:0030968,GO:0042026,GO:0051085	Description=luminal-binding protein 5-like	OG0000429	5	3	3
Tfasc_v1.03383-RA	chr3	386155	390330	GO:0005634,GO:0005788,GO:0016020,GO:0034663,GO:0005524,GO:0016887,GO:0031072,GO:0044183,GO:0051082,GO:0051787,GO:0030433,GO:0030968,GO:0042026,GO:0051085	Description=Luminal-binding protein 5	OG0000429	5	3	3
Tfasc_v1.28831-RA	chr23	15228649	15232793	GO:0005634,GO:0005788,GO:0016020,GO:0034663,GO:0005524,GO:0016887,GO:0031072,GO:0044183,GO:0051082,GO:0051787,GO:0030433,GO:0030968,GO:0042026,GO:0051085	Description=Luminal-binding protein 5	OG0000429	5	3	3
Tfasc_v1.28398-RA	chr23	4849937	4852045	GO:0005515	Description=BTB/POZ domain-containing protein At3g05675-like	OG0019600	0	1	1
Tfasc_v1.28771-RA	chr23	14772249	14779231	GO:0005758,GO:0046872,GO:0009055,GO:0008168,GO:0051539,GO:0022900,GO:0051537,GO:0016226	Description=anamorsin homolog	OG0010547	1	1	1
Tfasc_v1.08668-RA	chr6	24493806	24500088	GO:0009570,GO:0046872,GO:0048046,GO:0005739,GO:0055114,GO:0051539,GO:0010167,GO:0020037,GO:0048307,GO:0042128	Description=ferredoxin--nitrite reductase, chloroplastic	OG0003196	2	1	1
Tfasc_v1.00221-RA	chr1	1574889	1577740	GO:0005576,GO:0005774,GO:0004650,GO:0005975,GO:0071555	Description=probable polygalacturonase	OG0006108	1	1	1
Tfasc_v1.09970-RB	chr7	9558595	9584232	GO:0005509,GO:0070588,GO:0016021,GO:0000325,GO:0005774,GO:0005245	Description=two pore calcium channel protein 1 isoform X1	OG0018047	0	1	1
Tfasc_v1.26453-RA	chr21	12577320	12581761	GO:0000463,GO:0003723,GO:0016020,GO:0005730	Description=MKI67 FHA domain-interacting nucleolar phosphoprotein-like	OG0001732	2	2	2
Tfasc_v1.26452-RA	chr21	12565753	12576221	GO:0000463,GO:0003723,GO:0016020,GO:0005730	Description=MKI67 FHA domain-interacting nucleolar phosphoprotein-like	OG0001732	2	2	2
Tfasc_v1.23377-RA	chr18	4754986	4755330	NA	Description=photosystem II 5 kDa protein, chloroplastic	OG0005290	1	1	1
Tfasc_v1.23376-RA	chr18	4716905	4721715	NA	Description=photosystem II 5 kDa protein, chloroplastic	OG0005290	1	1	1
Tfasc_v1.24216-RA	chr19	2341945	2343874	GO:0043231,GO:0008194	Description=hydroquinone glucosyltransferase-like	OG0001453	4	1	1
Tfasc_v1.16347-RA	chr12	2990337	2993689	GO:0046983	Description=transcription factor bHLH30-like	OG0003605	1	1	1
Tfasc_v1.16348-RA	chr12	3029998	3033350	GO:0046983	Description=transcription factor bHLH30-like	OG0003605	1	1	1
Tfasc_v1.09195-RA	chr6	28903640	28910064	GO:0015079,GO:0071805,GO:0016021	Description=Potassium transporter 26	OG0004655	1	1	1
Tfasc_v1.09193-RA	chr6	28888854	28894291	GO:0015079,GO:0071805,GO:0016021	Description=Potassium transporter 26	OG0004655	1	1	1
Tfasc_v1.08551-RA	chr6	21032349	21034693	GO:0000460,GO:0000470,GO:0030687	Description=RRP15-like protein	OG0002559	2	2	1
Tfasc_v1.07889-RA	chr5	30010962	30015826	GO:0000460,GO:0000470,GO:0016021,GO:0030687	Description=RRP15-like protein	OG0002559	2	2	1
Tfasc_v1.11796-RA	chr8	24182649	24182867	NA	no_blast-ips	OG0005045	1	3	1
Tfasc_v1.03786-RA	chr3	4370926	4379307	GO:0005783,GO:0005789,GO:0016021	Description=translocon-associated protein subunit alpha	OG0005045	1	3	1
Tfasc_v1.05688-RA	chr4	23844303	23845283	GO:0016787,GO:0009056	Description=probable carboxylesterase 2	OG0001922	1	1	1
Tfasc_v1.05686-RA	chr4	23794708	23811563	GO:0016787,GO:0009056	Description=probable carboxylesterase 2	OG0001922	1	1	1
Tfasc_v1.17113-RA	chr12	24863737	24868716	GO:0016020,GO:0046872	Description=C3H2C3 RING-finger protein -like	OG0016004	1	1	1
Tfasc_v1.03602-RA	chr3	2137711	2141314	NA	Description=protein NEOXANTHIN-DEFICIENT 1 isoform X1	OG0004860	1	2	1
Tfasc_v1.03599-RA	chr3	2115909	2119557	NA	Description=protein NEOXANTHIN-DEFICIENT 1 isoform X1	OG0004860	1	2	1
Tfasc_v1.06881-RA	chr5	3606736	3609885	GO:0005634,GO:0003677	Description=protein LHY-like isoform X1	OG0012836	1	1	1
Tfasc_v1.28021-RA	chr22	16679007	16679261	NA	Description=S-crystallin like	OG0006715	1	1	1
Tfasc_v1.28004-RA	chr22	16588113	16590282	GO:0009639	Description=protein FAR-RED ELONGATED HYPOCOTYL 1-like	OG0006716	1	1	1
Tfasc_v1.04153-RA	chr3	22411648	22414243	NA	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.27187-RA	chr22	3317580	3323480	GO:0003824,GO:0005992	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.29195-RA	chr24	5761615	5764539	GO:0003824,GO:0005992	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.28346-RA	chr23	3820431	3826322	NA	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.27368-RA	chr22	9359607	9360367	NA	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.28597-RA	chr23	12221362	12222415	NA	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.08277-RA	chr6	8589357	8591756	GO:0000160	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.16027-RA	chr11	25643057	25646241	NA	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.19905-RA	chr15	17462127	17464508	NA	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.02772-RA	chr2	18390875	18408135	NA	Description=uncharacterized protein LOC109717736	OG0000095	1	21	10
Tfasc_v1.08163-RA	chr6	4076868	4077695	GO:0003824,GO:0005992	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.21793-RA	chr17	2891971	2896485	NA	Description=uncharacterized protein LOC109722927 isoform X2	OG0000095	1	21	10
Tfasc_v1.16899-RA	chr12	21950344	21953611	NA	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.04254-RA	chr3	25565048	25567449	NA	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.05424-RA	chr4	17023543	17026294	NA	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.30352-RA	chr25	6455277	6485719	GO:0003824,GO:0005992	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.11076-RA	chr8	2991542	2994085	GO:0003824,GO:0005992	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.11084-RA	chr8	3105831	3108232	GO:0003824,GO:0005992	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.02931-RA	chr2	25494828	25495898	GO:0003824,GO:0005992	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.10015-RA	chr7	11061030	11063745	GO:0003824,GO:0005992	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.25143-RA	chr20	1797780	1798845	GO:0003824,GO:0005992	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.02328-RA	chr2	5910085	5910822	GO:0003824,GO:0005992	Description=Alpha,alpha-trehalose-phosphate synthase (UDP-forming) 1	OG0000095	1	21	10
Tfasc_v1.11282-RA	chr8	6422569	6433517	GO:0016747	Description=protein ECERIFERUM 26-like	OG0001154	5	1	1
Tfasc_v1.12680-RA	chr9	8723287	8725363	GO:0005615,GO:0004867,GO:0010951	Description=serpin-ZXA-like	OG0002495	3	1	1
Tfasc_v1.05905-RA	chr4	26151344	26152772	GO:0009535,GO:0016021,GO:0009611,GO:0071486,GO:0071492	Description=stress enhanced protein 2, chloroplastic	OG0003016	1	1	1
Tfasc_v1.05902-RA	chr4	26102615	26104381	GO:0009535,GO:0016021,GO:0009611,GO:0071486,GO:0071492	Description=stress enhanced protein 2, chloroplastic	OG0003016	1	1	1
Tfasc_v1.28744-RA	chr23	14552398	14555861	GO:0046872	Description=zinc finger CCCH domain-containing protein 32-like	OG0010529	1	1	1
Tfasc_v1.01740-RA	chr2	695229	705286	GO:0016788	Description=deoxyribonuclease ycfH	OG0013766	1	1	1
Tfasc_v1.01748-RA	chr2	798440	802471	GO:0042218,GO:0030170,GO:0016847	Description=1-aminocyclopropane-1-carboxylate synthase	OG0013764	1	1	1
Tfasc_v1.29342-RA	chr24	8867864	8875176	GO:0008353,GO:0000717,GO:0033683,GO:0045951,GO:0006366,GO:0009411,GO:0006468,GO:0003684,GO:0005634,GO:0005524,GO:0006979,GO:0009408,GO:0003678,GO:0045893	Description=DNA repair helicase XPD	OG0005503	0	2	1
Tfasc_v1.29344-RA	chr24	8882332	8887684	GO:0008353,GO:0000717,GO:0033683,GO:0045951,GO:0006366,GO:0009411,GO:0006468,GO:0003684,GO:0005634,GO:0005524,GO:0006979,GO:0003678,GO:0045893	Description=DNA repair helicase UVH6	OG0005503	0	2	1
Tfasc_v1.29346-RA	chr24	8905197	8908373	GO:0008353,GO:0000717,GO:0033683,GO:0045951,GO:0006366,GO:0009411,GO:0006468,GO:0003684,GO:0005634,GO:0005524,GO:0006979,GO:0003678,GO:0045893	Description=DNA repair helicase XPD	OG0005503	0	2	1
Tfasc_v1.09969-RA	chr7	9494669	9538189	GO:0050794,GO:0005509,GO:0034220,GO:0006816,GO:0000325,GO:0005774,GO:0005245	Description=two pore calcium channel protein 1	OG0018046	0	1	1
Tfasc_v1.29840-RA	chr24	13220169	13225061	GO:0005730,GO:0016021,GO:0032040,GO:0006364,GO:0009561	Description=probable U3 small nucleolar RNA-associated protein 11	OG0002145	1	2	2
Tfasc_v1.29834-RA	chr24	13185245	13190380	GO:0005730,GO:0032040,GO:0006364,GO:0009561	Description=probable U3 small nucleolar RNA-associated protein 11	OG0002145	1	2	2
Tfasc_v1.05024-RA	chr4	1541604	1555520	GO:0016021,GO:0005506,GO:0016491,GO:0008610,GO:0055114	Description=protein ECERIFERUM 3-like	OG0012482	1	1	1
Tfasc_v1.03916-RA	chr3	9667212	9671275	GO:0009570,GO:1990904,GO:0003746,GO:0003924,GO:0005525,GO:0000302,GO:0006414,GO:0010468,GO:0031425	Description=putative elongation factor TypA-like SVR3, chloroplastic isoform X2	OG0013883	1	1	1
Tfasc_v1.17498-RA	chr13	2956977	2965797	GO:0005515	Description=putative WD repeat-containing protein	OG0003812	2	1	1
Tfasc_v1.26784-RA	chr21	16236053	16242734	GO:0016020	Description=uncharacterized protein LOC109720305 isoform X1	OG0010085	1	1	1
Tfasc_v1.20540-RA	chr15	23625581	23630488	NA	Description=myosin-binding protein 7-like	OG0012810	1	1	1
Tfasc_v1.06949-RA	chr5	4413161	4413789	GO:0005634,GO:0031936,GO:0030261,GO:0031492,GO:0003690,GO:0016584,GO:0042025,GO:0000786,GO:0006334,GO:0009414,GO:0045910	Description=Histone H1	OG0012814	1	1	1
Tfasc_v1.03457-RA	chr3	1090478	1091484	GO:0046658,GO:0009055,GO:0022900	Description=basic blue protein-like	OG0009889	1	1	1
Tfasc_v1.23972-RA	chr19	463173	464510	NA	Description=muscle M-line assembly protein unc-89-like	OG0008758	1	1	1
Tfasc_v1.16597-RA	chr12	7420418	7421591	NA	Description=GBF-interacting protein 1-like isoform X1	OG0000561	0	10	0
Tfasc_v1.14174-RA	chr10	23400911	23401457	GO:0005515	Description=GBF-interacting protein 1-like isoform X1	OG0000561	0	10	0
Tfasc_v1.00200-RA	chr1	1368808	1369113	GO:0005488	Description=GBF-interacting protein 1-like isoform X1	OG0000561	0	10	0
Tfasc_v1.27144-RA	chr22	2228323	2238069	GO:0016021	Description=LETM1 and EF-hand domain-containing protein anon-60Da, mitochondrial	OG0000561	0	10	0
Tfasc_v1.26301-RB	chr21	7485713	7488510	GO:0005488	Description=GBF-interacting protein 1-like isoform X1	OG0000561	0	10	0
Tfasc_v1.29173-RB	chr24	5221496	5224320	GO:0005488	Description=GBF-interacting protein 1-like isoform X1	OG0000561	0	10	0
Tfasc_v1.29048-RA	chr24	1556722	1557027	GO:0005488	Description=GBF-interacting protein 1-like isoform X1	OG0000561	0	10	0
Tfasc_v1.00892-RA	chr1	17986787	17987198	NA	no_blast-ips	OG0000561	0	10	0
Tfasc_v1.08458-RA	chr6	17097913	17098379	NA	Description=none	OG0000561	0	10	0
Tfasc_v1.08460-RA	chr6	17119956	17120422	NA	Description=none	OG0000561	0	10	0
Tfasc_v1.03333-RA	chr2	31476269	31479899	GO:0008270,GO:0045551,GO:0009809,GO:0005829,GO:0055114,GO:0052747	Description=probable cinnamyl alcohol dehydrogenase 1	OG0004893	2	1	1
